,data,includes
0,"{'author_id': '1347635499645730816', 'id': '1470405101487464450', 'lang': 'en', 'public_metrics': {'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}, 'text': 'afhla wants you to fill up your water bottle !!'}","{'users': [{'id': '1347635499645730816', 'name': 'water reminder !!', 'public_metrics': {'followers_count': 16237, 'following_count': 337, 'tweet_count': 14745, 'listed_count': 54}, 'username': 'MCYTWATERBOT'}]}"
1,"{'author_id': '808084070274056192', 'id': '1470405101525377028', 'lang': 'en', 'public_metrics': {'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}, 'text': 'If a man pulls out his thang and it’s small I’m hissing at him and vanishing in thin air like a mysterious cryptic creature'}","{'users': [{'id': '808084070274056192', 'name': '𝔅', 'public_metrics': {'followers_count': 169, 'following_count': 212, 'tweet_count': 7301, 'listed_count': 0}, 'username': 'sscabtrash'}]}"
2,"{'author_id': '1395013242196402184', 'id': '1470405088934244352', 'lang': 'en', 'public_metrics': {'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}, 'text': ""Well, you only need the light when it's burning low\nOnly miss the sun when it starts to snow\nOnly know you love her when you let her go🎶\nKantang nakapagpakilig sakin at nakapagpaiyak ng sangkatauhan🤣""}","{'users': [{'id': '1395013242196402184', 'name': 'localocah', 'public_metrics': {'followers_count': 190, 'following_count': 69, 'tweet_count': 1391, 'listed_count': 0}, 'username': 'noneexistantone'}]}"
3,"{'author_id': '1242417390299820032', 'id': '1470405105702821896', 'lang': 'en', 'public_metrics': {'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}, 'text': 'Cursed comment https://t.co/mjyt9pR116'}","{'users': [{'id': '1242417390299820032', 'name': 'Tell me Why', 'public_metrics': {'followers_count': 7, 'following_count': 0, 'tweet_count': 15049, 'listed_count': 0}, 'username': 'TellmeW15827653'}]}"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
